text,label,clean_text
এই কাহিনীটা মন দিয়ে দেখার পর দেখে নিলাম,neutral,এই কাহিনীটা মন দিয়ে দেখার পর দেখে নিলাম
এই থ্রেডটা পুরোটা পড়ে নিজেকে খুব ক্লান্ত লাগে,depression,এই থ্রেডটা পুরোটা পড়ে নিজেকে খুব ক্লান্ত লাগে
এই আর্টিকেলটা শেষ পর্যন্ত দেখে মনটা ফুরফুরে করে দিল,happy,এই আর্টিকেলটা শেষ পর্যন্ত দেখে মনটা ফুরফুরে করে দিল
আজকের আলোচনা ভিডিওটা দেখে দেখে নিলাম,neutral,আজকের আলোচনা ভিডিওটা দেখে দেখে নিলাম
এই স্ট্যাটাসটা ভিডিওটা দেখে সবকিছু খুব শূন্য মনে হয়,depression,এই স্ট্যাটাসটা ভিডিওটা দেখে সবকিছু খুব শূন্য মনে হয়
আজকের পোস্ট আজ দারুণ এনার্জি পেলাম,happy,আজকের পোস্ট আজ দারুণ এনার্জি পেলাম
এই ভিডিও ক্লিপ আজকাল খুব আনন্দদায়ক ছিল,happy,এই ভিডিও ক্লিপ আজকাল খুব আনন্দদায়ক ছিল
এই ভিডিও ক্লিপ ভিডিওটা দেখে মনে হয় কেউ বুঝতে পারে না,depression,এই ভিডিও ক্লিপ ভিডিওটা দেখে মনে হয় কেউ বুঝতে পারে না
আজকের আলোচনা ভিডিওটা দেখে মনে হয় কেউ বুঝতে পারে না,depression,আজকের আলোচনা ভিডিওটা দেখে মনে হয় কেউ বুঝতে পারে না
আজকের আপডেট শেষ পর্যন্ত দেখে মনটা হালকা হয়ে গেল,happy,আজকের আপডেট শেষ পর্যন্ত দেখে মনটা হালকা হয়ে গেল
এই স্ট্যাটাসটা পুরোটা পড়ে মনটা হালকা হয়ে গেল,happy,এই স্ট্যাটাসটা পুরোটা পড়ে মনটা হালকা হয়ে গেল
আজকের আলোচনা পুরোটা পড়ে খুব পজিটিভ লাগছে,happy,আজকের আলোচনা পুরোটা পড়ে খুব পজিটিভ লাগছে
এই স্ট্যাটাসটা শেষ পর্যন্ত দেখে মনটা হালকা হয়ে গেল,happy,এই স্ট্যাটাসটা শেষ পর্যন্ত দেখে মনটা হালকা হয়ে গেল
এই লিখাটা পুরোটা পড়ে দারুণ এনার্জি পেলাম,happy,এই লিখাটা পুরোটা পড়ে দারুণ এনার্জি পেলাম
আজকের কনটেন্ট ভিডিওটা দেখে খুব আনন্দদায়ক ছিল,happy,আজকের কনটেন্ট ভিডিওটা দেখে খুব আনন্দদায়ক ছিল
এই লিখাটা পুরোটা পড়ে এই তথ্যটা রাখলাম,neutral,এই লিখাটা পুরোটা পড়ে এই তথ্যটা রাখলাম
আজকের পোস্ট আজ মোটামুটি তথ্য দিল,neutral,আজকের পোস্ট আজ মোটামুটি তথ্য দিল
আজকের কনটেন্ট মন দিয়ে দেখার পর দেখে মনটা খারাপ হয়ে গেল,sad,আজকের কনটেন্ট মন দিয়ে দেখার পর দেখে মনটা খারাপ হয়ে গেল
